time_ms,mass_g,time_s,thrust_n
5342.0,14.152,0.0,0.1387837108
5425.0,16.212,0.08300000000000018,0.1589854098
5508.0,18.496,0.16600000000000037,0.1813837984
5591.0,20.333,0.24900000000000055,0.19939861444999998
5673.0,22.303,0.3310000000000004,0.21871771495
5756.0,24.095,0.4140000000000006,0.23629123175
5839.0,25.572,0.4970000000000008,0.2507756538
5922.0,27.14,0.5800000000000001,0.266152481
6004.0,28.887,0.6619999999999999,0.28328469855
6087.0,30.499,0.7450000000000001,0.29909301835
6170.0,31.126,0.8280000000000003,0.3052417879
6253.0,31.574,0.9110000000000005,0.3096351671
6336.0,32.156,0.9940000000000007,0.3153426374
6419.0,32.917,1.077,0.32280549805000003
6502.0,34.171,1.1600000000000001,0.33510303715
6584.0,34.709,1.242,0.34037901485000005
6667.0,35.604,1.3250000000000002,0.3491559666
6750.0,35.694,1.4080000000000004,0.35003856510000003
6833.0,35.963,1.4910000000000005,0.35267655395
6916.0,34.798,1.5740000000000007,0.3412518067
6999.0,34.082,1.657,0.3342302453
7081.0,34.082,1.7390000000000008,0.3342302453
7164.0,34.216,1.822,0.33554433640000003
7246.0,35.336,1.9040000000000008,0.3465277844
7329.0,34.753,1.987,0.34081050745
7412.0,33.813,2.0700000000000003,0.33159225645
7495.0,29.11,2.1530000000000005,0.2854715815
7578.0,22.617,2.2360000000000007,0.22179700305000002
7661.0,15.227,2.319,0.14932585955
7744.0,7.972,2.402,0.0781786138
7826.0,3.359,2.484,0.03294053735
7909.0,3.359,2.567,0.03294053735
7992.0,3.986,2.6500000000000004,0.0390893069
8075.0,6.001,2.7329999999999997,0.05884970665000001
8158.0,9.898,2.816,0.0970662217
8241.0,17.242,2.899,0.1690862593
8324.0,20.78,2.982,0.203782187
8407.0,23.647,3.0650000000000004,0.23189785254999998
8488.0,24.587,3.146,0.24111610355
8571.0,27.498,3.229,0.2696632617
8654.0,29.872,3.3120000000000003,0.29294424880000003
8737.0,29.872,3.3950000000000005,0.29294424880000003
8820.0,26.065,3.4780000000000006,0.25561033225
8903.0,21.273,3.561000000000001,0.20861686545
8986.0,19.168,3.644000000000001,0.1879738672
9068.0,15.988,3.726,0.1567887202
9151.0,15.988,3.809,0.1567887202
9234.0,17.959,3.8920000000000003,0.17611762735
9317.0,20.512,3.9750000000000005,0.2011540048
9400.0,20.512,4.058000000000001,0.2011540048
9483.0,20.87,4.141000000000001,0.2046647855
9566.0,24.542,4.224000000000001,0.24067480430000002
9649.0,43.934,4.3069999999999995,0.4308453611
9731.0,111.56,4.389,1.094029874
9814.0,279.102,4.472,2.7370556283
9896.0,549.023,4.554000000000001,5.38407640295
9979.0,884.376,4.637,8.6727659004
10062.0,1254.124,4.72,12.2987551246
10145.0,1615.586,4.803,15.8434864469
10228.0,1941.847,4.886,19.04301388255
10310.0,2246.612,4.968000000000001,22.0317375698
10393.0,2528.401,5.051000000000001,24.79514366665
10476.0,2789.275,5.134000000000001,27.35344367875
10559.0,3058.883,5.217,29.997394971949998
10642.0,3335.746,5.3,32.7124935109
10725.0,3608.802,5.383,35.3902581333
10808.0,3886.113,5.466,38.10975005145
10891.0,4172.65,5.549,40.919718122499994
10973.0,4507.062,5.631000000000001,44.199179562299996
11056.0,4899.202,5.7139999999999995,48.044759293300004
11139.0,5327.529,5.797,52.24521226785001
11222.0,5771.173,5.88,56.59587370045
11304.0,6180.421,5.962000000000001,60.60922559965
11387.0,6535.166,6.045000000000001,64.08808565390001
11470.0,6834.735,6.128000000000001,67.02585398775
11552.0,7096.236,6.21,69.5903027694
11635.0,7339.914,6.293,71.9799676281
11718.0,7593.309,6.376,74.46492370485001
11801.0,7852.437,6.4590000000000005,77.00610130605
11884.0,8075.692,6.542000000000001,79.1954849518
11967.0,8313.816,6.625000000000001,81.5306836764
12050.0,8536.264,6.708000000000001,83.7121533556
12133.0,8671.83,6.7909999999999995,85.0416016695
12215.0,8763.684,6.873,85.94238169859999
12298.0,8832.967,6.956,86.62181583055
12381.0,8927.017,7.039000000000001,87.54413126305
12464.0,9067.732,7.122000000000001,88.9240740178
12547.0,9029.127,7.205000000000001,88.54548829455001
12630.0,8996.434,7.288000000000001,88.2248794861
12712.0,8661.842,7.37,84.94365284930001
12794.0,7908.956,7.452000000000001,77.5603633574
12877.0,6787.128,7.535000000000001,66.5589888012
12960.0,5620.649,7.618000000000001,55.119737515850005
13043.0,4530.753,7.701,44.431508907449995
13126.0,3576.423,7.784,35.07272861295
13209.0,2747.177,7.867,26.940603327050002
13292.0,2092.281,7.95,20.51826746865
13374.0,1637.755,8.032,16.060890070750002
13457.0,1335.14,8.115000000000002,13.093250681
13540.0,1142.116,8.198,11.2003318714
13623.0,1002.788,8.280999999999999,9.8339909402
13706.0,871.747,8.364,8.54891771755
13789.0,747.736,8.447,7.3327852444
13872.0,628.876,8.530000000000001,6.1671668254
13955.0,512.658,8.613,5.027457575700001
14036.0,403.65,8.693999999999999,3.9584542724999996
14119.0,315.692,8.777000000000001,3.0958809518
14202.0,252.365,8.86,2.47485522725
14285.0,211.029,8.943000000000001,2.06948754285
14368.0,177.574,9.026,1.7414060671000002
14451.0,143.089,9.109000000000002,1.40322374185
14534.0,108.649,9.192,1.06548271585
14616.0,79.897,9.274000000000001,0.78352191505
14699.0,54.593,9.357,0.5353744434500001
14782.0,34.574,9.440000000000001,0.33905511709999997
14865.0,17.735,9.523,0.17392093775
14948.0,3.18,9.606000000000002,0.031185147000000003
15031.0,-0.313,9.689,0.0
15114.0,-0.672,9.772000000000002,0.0
15196.0,-0.896,9.854,0.0
15279.0,-0.896,9.937000000000001,0.0
15362.0,-1.657,10.02,0.0
15444.0,-2.821,10.102,0.0
15527.0,-3.493,10.184999999999999,0.0
15610.0,-3.493,10.268,0.0
