time_ms,mass_g,time_s,thrust_n
5344.0,-31.798,0.0,0.0
5427.0,-33.186,0.0829999999999993,0.0
5510.0,-35.067,0.16599999999999948,0.0
5593.0,-37.172,0.24899999999999967,0.0
5676.0,-40.486,0.33199999999999985,0.0
5757.0,-43.934,0.41299999999999937,0.0
5840.0,-47.114,0.49599999999999955,0.0
5923.0,-50.652,0.5789999999999997,0.0
6006.0,-53.787,0.6619999999999999,0.0
6089.0,-56.877,0.7450000000000001,0.0
6172.0,-60.012,0.8279999999999994,0.0
6254.0,-63.237,0.9099999999999993,0.0
6337.0,-65.655,0.9929999999999994,0.0
6420.0,-68.029,1.0759999999999996,0.0
6503.0,-70.134,1.1589999999999998,0.0
6586.0,-71.925,1.242,0.0
6669.0,-73.985,1.3249999999999993,0.0
6751.0,-75.732,1.407,0.0
6834.0,-77.613,1.4899999999999993,0.0
6917.0,-79.27,1.5729999999999995,0.0
7000.0,-81.285,1.6559999999999997,0.0
7083.0,-83.614,1.7389999999999999,0.0
7165.0,-85.988,1.8209999999999997,0.0
7247.0,-88.541,1.9029999999999996,0.0
7330.0,-90.511,1.9859999999999998,0.0
7413.0,-92.482,2.069,0.0
7496.0,-94.587,2.152,0.0
7579.0,-96.826,2.2349999999999994,0.0
7662.0,-99.513,2.3179999999999996,0.0
7745.0,-102.155,2.401,0.0
7827.0,-104.798,2.4829999999999997,0.0
7910.0,-107.306,2.566,0.0
7993.0,-109.097,2.649,0.0
8076.0,-110.575,2.732,0.0
8159.0,-111.65,2.8150000000000004,0.0
8242.0,-113.083,2.8980000000000006,0.0
8324.0,-115.009,2.9799999999999995,0.0
8407.0,-116.935,3.0629999999999997,0.0
8489.0,-119.308,3.1450000000000005,0.0
8572.0,-121.1,3.227999999999999,0.0
8655.0,-122.533,3.310999999999999,0.0
8738.0,-124.279,3.3939999999999992,0.0
8820.0,-125.309,3.476,0.0
8903.0,-127.504,3.559,0.0
8986.0,-130.101,3.6420000000000003,0.0
9069.0,-132.43,3.7250000000000005,0.0
9152.0,-134.938,3.807999999999999,0.0
9235.0,-136.954,3.890999999999999,0.0
9317.0,-139.641,3.973,0.0
9400.0,-142.82,4.056,0.0
9483.0,-146.403,4.139,0.0
9566.0,-149.314,4.222,0.0
9649.0,-151.598,4.304999999999999,0.0
9732.0,-154.151,4.387999999999999,0.0
9814.0,-156.435,4.47,0.0
9896.0,-158.719,4.5520000000000005,0.0
9979.0,-160.6,4.634999999999999,0.0
10062.0,-162.392,4.717999999999999,0.0
10145.0,-164.317,4.800999999999999,0.0
10228.0,-166.109,4.8839999999999995,0.0
10310.0,-167.945,4.966,0.0
10393.0,-169.109,5.049,0.0
10476.0,-169.871,5.132000000000001,0.0
10559.0,-170.632,5.214999999999999,0.0
10642.0,-171.035,5.297999999999999,0.0
10725.0,-171.931,5.380999999999999,0.0
10808.0,-173.274,5.4639999999999995,0.0
10890.0,-174.752,5.546,0.0
10973.0,-176.186,5.6290000000000004,0.0
11056.0,-177.35,5.711999999999999,0.0
11139.0,-178.514,5.794999999999999,0.0
11222.0,-179.992,5.877999999999999,0.0
11304.0,-181.381,5.96,0.0
11386.0,-182.545,6.041999999999999,0.0
11469.0,-183.441,6.124999999999999,0.0
11552.0,-184.471,6.207999999999999,0.0
11635.0,-185.725,6.2909999999999995,0.0
11718.0,-187.292,6.374,0.0
11801.0,-189.845,6.457,0.0
11883.0,-192.084,6.538999999999999,0.0
11966.0,-194.548,6.621999999999999,0.0
12049.0,-196.876,6.704999999999999,0.0
12132.0,-199.116,6.787999999999999,0.0
12215.0,-201.041,6.8709999999999996,0.0
12298.0,-202.564,6.954,0.0
12380.0,-203.908,7.0360000000000005,0.0
12463.0,-204.579,7.118999999999999,0.0
12546.0,-205.206,7.201999999999999,0.0
12628.0,-205.654,7.284,0.0
12711.0,-206.057,7.367,0.0
12794.0,-206.684,7.45,0.0
12876.0,-207.535,7.531999999999999,0.0
12959.0,-208.565,7.614999999999999,0.0
13042.0,-210.178,7.6979999999999995,0.0
13125.0,-211.163,7.781,0.0
13208.0,-212.014,7.864,0.0
13291.0,-212.954,7.947,0.0
13374.0,-214.074,8.030000000000001,0.0
13456.0,-215.597,8.111999999999998,0.0
13539.0,-217.298,8.195,0.0
13622.0,-218.776,8.277999999999999,0.0
13705.0,-219.672,8.361,0.0
13788.0,-220.12,8.443999999999999,0.0
13871.0,-220.702,8.527000000000001,0.0
13953.0,-221.463,8.608999999999998,0.0
14035.0,-222.673,8.690999999999999,0.0
14118.0,-224.33,8.774000000000001,0.0
14201.0,-225.808,8.857,0.0
14284.0,-227.33,8.940000000000001,0.0
14367.0,-228.808,9.023,0.0
14449.0,-229.928,9.105,0.0
14532.0,-231.361,9.187999999999999,0.0
14615.0,-232.57,9.271,0.0
14698.0,-233.556,9.354,0.0
14781.0,-234.451,9.437000000000001,0.0
14864.0,-234.451,9.52,0.0
14946.0,-234.72,9.602,0.0
15029.0,-235.123,9.684999999999999,0.0
15112.0,-235.123,9.768,0.0
15195.0,-236.064,9.850999999999999,0.0
15278.0,-237.407,9.934000000000001,0.0
15361.0,-238.795,10.017,0.0
15442.0,-240.632,10.097999999999999,0.0
15525.0,-242.244,10.181000000000001,0.0
15608.0,-243.677,10.264,0.0
15691.0,-245.379,10.347000000000001,0.0
15774.0,-246.722,10.43,0.0
15857.0,-248.2,10.512999999999998,0.0
15939.0,-250.037,10.594999999999999,0.0
16022.0,-251.649,10.677999999999997,0.0
16105.0,-253.306,10.761,0.0
16188.0,-255.232,10.843999999999998,0.0
16271.0,-256.575,10.927,0.0
16354.0,-257.784,11.009999999999998,0.0
16436.0,-258.635,11.091999999999999,0.0
16519.0,-259.173,11.174999999999997,0.0
16602.0,-260.024,11.258,0.0
16685.0,-260.964,11.340999999999998,0.0
16768.0,-261.994,11.424,0.0
16850.0,-262.711,11.506,0.0
16932.0,-263.562,11.587999999999997,0.0
17015.0,-264.637,11.671,0.0
17098.0,-266.114,11.753999999999998,0.0
17181.0,-267.592,11.837,0.0
17264.0,-268.802,11.919999999999998,0.0
17347.0,-269.249,12.003,0.0
17429.0,-269.563,12.084999999999997,0.0
17512.0,-269.832,12.168,0.0
17595.0,-270.503,12.250999999999998,0.0
17678.0,-271.22,12.334,0.0
17761.0,-272.116,12.416999999999998,0.0
17844.0,-272.787,12.5,0.0
17926.0,-272.832,12.581999999999997,0.0
18009.0,-272.922,12.665,0.0
18092.0,-272.653,12.747999999999998,0.0
18174.0,-272.205,12.829999999999998,0.0
18257.0,-272.026,12.913,0.0
18340.0,-271.937,12.995999999999999,0.0
18422.0,-271.757,13.078,0.0
18505.0,-271.757,13.160999999999998,0.0
18588.0,-271.981,13.244,0.0
18671.0,-273.191,13.326999999999998,0.0
18754.0,-274.892,13.41,0.0
18837.0,-276.594,13.492999999999999,0.0
18920.0,-278.475,13.576,0.0
19002.0,-279.864,13.657999999999998,0.0
19085.0,-280.849,13.741,0.0
19168.0,-281.924,13.823999999999998,0.0
19251.0,-283.133,13.907,0.0
19334.0,-283.76,13.989999999999998,0.0
19417.0,-284.342,14.073,0.0
19499.0,-285.014,14.154999999999998,0.0
19581.0,-285.775,14.236999999999998,0.0
19664.0,-287.208,14.32,0.0
19747.0,-289.224,14.402999999999999,0.0
19830.0,-291.597,14.485999999999997,0.0
19913.0,-293.434,14.568999999999999,0.0
19995.0,-295.18,14.651,0.0
20078.0,-297.24,14.733999999999998,0.0
20161.0,-299.659,14.817,0.0
20244.0,-302.614,14.899999999999999,0.0
20327.0,-305.302,14.983,0.0
20410.0,-307.138,15.065999999999999,0.0
20492.0,-308.929,15.148,0.0
20575.0,-310.318,15.230999999999998,0.0
20658.0,-311.572,15.314,0.0
20741.0,-312.646,15.396999999999998,0.0
20824.0,-313.811,15.48,0.0
20907.0,-314.527,15.562999999999999,0.0
20988.0,-314.527,15.643999999999998,0.0
21071.0,-314.259,15.727,0.0
21154.0,-313.856,15.809999999999999,0.0
21237.0,-312.512,15.892999999999997,0.0
21320.0,-311.124,15.975999999999999,0.0
21403.0,-310.228,16.058999999999997,0.0
21485.0,-308.929,16.141,0.0
21568.0,-306.914,16.224,0.0
21651.0,-304.585,16.307,0.0
21734.0,-302.391,16.39,0.0
21817.0,-300.151,16.473,0.0
21900.0,-299.032,16.555999999999997,0.0
21983.0,-298.36,16.639,0.0
22065.0,-297.509,16.721,0.0
22148.0,-296.927,16.804,0.0
22231.0,-296.21,16.887,0.0
22313.0,-295.583,16.968999999999998,0.0
22396.0,-294.508,17.052,0.0
22479.0,-293.568,17.134999999999998,0.0
22561.0,-292.807,17.217,0.0
22644.0,-292.403,17.299999999999997,0.0
22727.0,-292.359,17.383,0.0
22810.0,-292.045,17.465999999999998,0.0
22893.0,-291.776,17.549,0.0
22976.0,-291.015,17.631999999999998,0.0
23058.0,-290.567,17.714,0.0
23141.0,-289.448,17.796999999999997,0.0
23224.0,-288.731,17.88,0.0
23307.0,-288.014,17.962999999999997,0.0
23390.0,-286.805,18.046,0.0
23473.0,-285.238,18.128999999999998,0.0
23555.0,-283.626,18.211,0.0
23638.0,-282.192,18.294,0.0
