time_ms,mass_g,time_s,thrust_n
5344.0,-16.615,0.0,0.0
5427.0,-17.332,0.0829999999999993,0.0
5510.0,-17.825,0.16599999999999948,0.0
5593.0,-18.048,0.24899999999999967,0.0
5675.0,-18.631,0.3309999999999995,0.0
5757.0,-19.661,0.41299999999999937,0.0
5840.0,-20.915,0.49599999999999955,0.0
5923.0,-22.572,0.5789999999999997,0.0
6006.0,-23.781,0.6619999999999999,0.0
6089.0,-24.766,0.7450000000000001,0.0
6172.0,-25.841,0.8279999999999994,0.0
6254.0,-26.334,0.9099999999999993,0.0
6337.0,-27.543,0.9929999999999994,0.0
6420.0,-28.304,1.0759999999999996,0.0
6503.0,-28.483,1.1589999999999998,0.0
6586.0,-28.528,1.242,0.0
6669.0,-29.021,1.3249999999999993,0.0
6752.0,-29.379,1.4079999999999995,0.0
6834.0,-29.603,1.4899999999999993,0.0
6917.0,-30.947,1.5729999999999995,0.0
7000.0,-32.962,1.6559999999999997,0.0
7083.0,-34.529,1.7389999999999999,0.0
7165.0,-35.47,1.8209999999999997,0.0
7248.0,-36.59,1.904,0.0
7330.0,-37.62,1.9859999999999998,0.0
7413.0,-38.874,2.069,0.0
7496.0,-40.217,2.152,0.0
7579.0,-40.979,2.2349999999999994,0.0
7662.0,-42.456,2.3179999999999996,0.0
7745.0,-44.293,2.401,0.0
7828.0,-46.174,2.484,0.0
7910.0,-48.726,2.566,0.0
7993.0,-51.145,2.649,0.0
8076.0,-53.115,2.732,0.0
8159.0,-53.115,2.8150000000000004,0.0
8242.0,-51.861,2.8980000000000006,0.0
8325.0,0.985,2.980999999999999,0.00965955025
8408.0,156.346,3.063999999999999,1.5332305009
8489.0,433.701,3.1450000000000005,4.25315391165
8572.0,842.367,3.227999999999999,8.26079834055
8655.0,1326.631,3.310999999999999,13.00980589615
8738.0,1835.482,3.3939999999999992,17.9999295553
8821.0,2337.347,3.4769999999999994,22.921543957550004
8904.0,2806.473,3.5599999999999996,27.52209844545
8987.0,3223.783,3.643,31.61451155695
