time_s,mass_g,thrust_n
30.2695095539093,3974.27,38.9742748955
30.352132320404053,4125.764,40.4599235306
30.436246633529663,4262.865,41.80442505225
30.518682956695557,4375.932,42.9132335478
30.600200653076172,4475.897,43.89355531505
30.682929515838623,4554.688999999999,44.666240881849994
30.76988387107849,4611.245,45.22086577925
30.85806393623352,4694.143,46.03381745095
30.9333176612854,4825.477,47.32176402205
31.01375389099121,5005.942,49.0915211143
31.09645390510559,5167.63,50.6771387395
31.181477308273315,5215.422,51.145818156299995
31.262157917022705,5215.422,51.145818156299995
31.350031852722168,5095.527999999999,49.9700596612
31.42725920677185,4757.896,46.6590208084
31.511781215667725,4126.317,40.46534660805
31.602773666381836,3223.951,31.61615907415
31.67740511894226,2211.5620000000004,21.688014487300002
31.75805950164795,1261.68,12.372854172
31.840550422668457,589.415,5.780186609749999
31.92558264732361,252.428,2.4754730462
32.008522748947144,133.687,1.31102161855
32.088752031326294,115.097,1.1287159950499999
32.17139291763306,114.128,1.1192133512
32.2547345161438,112.92899999999999,1.10745517785
32.34664702415466,112.006,1.0984036399000001
32.42123198509216,111.17599999999999,1.0902641203999999
32.502262353897095,110.29899999999999,1.08166368835
32.584858894348145,109.92999999999999,1.0780450344999999
32.6693160533905,109.65299999999999,1.07532859245
32.75219130516052,109.469,1.07352416885
32.83955144882202,109.238,1.0712588327
32.91569185256958,109.238,1.0712588327
33.00084662437439,115.189,1.12961820685
33.090450048446655,168.655,1.65394055575
33.16697812080383,291.64,2.860011406
33.246482133865356,476.76300000000003,4.6754478739500005
33.32932925224304,693.947,6.80529534755
33.412410736083984,894.155,8.76866513075
33.49695944786072,1052.338,10.3199104477
33.57837390899658,1186.164,11.6322951906
33.66022276878357,1337.3809999999999,13.115227383649998
33.746394872665405,1521.1209999999999,14.91710125465
33.825586557388306,1749.9759999999999,17.1614021404
33.91341423988342,2002.0349999999999,19.63325653275
33.99095106124878,2250.8650000000002,22.073445252250004
34.07367420196533,2477.737,24.29829955105
34.16268730163574,2666.505,26.149481258250002
34.24222183227539,2820.121,27.65593960465
34.32180428504944,2936.186,28.794148436900002
34.404502630233765,3031.723,29.73104635795
34.48979306221008,3113.237,30.53042562605
34.571619510650635,3184.3700000000003,31.228002060500003
34.65258431434631,3230.132,31.6767739778
34.73546266555786,3232.762,31.7025654673
34.819671630859375,3232.762,31.7025654673
34.90300750732422,3211.6800000000003,31.495821672
34.98340034484863,3145.021,30.842120189650004
35.06609010696411,2953.5310000000004,28.964244781150004
35.153810262680054,2504.2160000000003,24.557969836400005
35.232415437698364,1812.53,17.7748473245
35.314199924468994,1081.6309999999999,10.607176646149998
35.39676213264465,482.16,4.728374364
35.48177909851074,162.79600000000002,1.5964833934000002
35.56286859512329,88.756,0.8703990274
