time_ms,mass_g,time_s,thrust_n
4099.0,272049.875,0.0,2667.8979066687502
4182.0,181362.968,0.08300000000000018,1778.5631501372
4263.0,90674.46,0.1639999999999997,889.2126931590001
4346.0,-14.266,0.2469999999999999,0.0
4429.0,-16.471,0.33000000000000007,0.0
4512.0,-18.589,0.41299999999999937,0.0
4594.0,-19.584,0.4950000000000001,0.0
4677.0,-20.708,0.5779999999999994,0.0
4760.0,-21.615,0.6609999999999996,0.0
4843.0,-23.474,0.7439999999999998,0.0
4925.0,-25.117,0.8259999999999996,0.0
5008.0,-26.371,0.9089999999999998,0.0
5091.0,-27.365,0.992,0.0
5174.0,-27.927,1.0750000000000002,0.0
5256.0,-28.705,1.157,0.0
5339.0,-29.613,1.2400000000000002,0.0
5422.0,-30.175,1.3229999999999995,0.0
5505.0,-30.651,1.4059999999999997,0.0
5587.0,-31.645,1.4879999999999995,0.0
5669.0,-32.25,1.5699999999999994,0.0
5752.0,-32.855,1.6529999999999996,0.0
5835.0,-32.639,1.7359999999999998,0.0
5918.0,-32.639,1.819,0.0
6000.0,-31.04,1.9009999999999998,0.0
6083.0,5.706,1.984,0.05595674490000001
6166.0,131.551,2.067,1.29007461415
6249.0,424.829,2.1499999999999995,4.16614931285
6331.0,913.553,2.232,8.958894527450001
6414.0,1592.882,2.3149999999999995,15.620836265300001
6497.0,2395.765,2.3979999999999997,23.49442883725
6580.0,3185.333,2.481,31.237445864450002
6662.0,3869.114,2.5629999999999997,37.9430468081
6745.0,4384.469,2.646,42.99695291885
6828.0,4706.582,2.729,46.1558023703
6910.0,4879.937,2.811,47.85583418105
6992.0,4965.491,2.893,48.69483231515
7075.0,4995.623,2.976,48.990326292949995
7158.0,5006.819,3.059,49.10012154635
7241.0,5012.482,3.1419999999999995,49.1556566053
7323.0,5014.73,3.224,49.177701954499994
7406.0,5015.422,3.3069999999999995,49.1844881563
7489.0,5015.465,3.3899999999999997,49.18490984225
7572.0,5016.201,3.473,49.19212753665
7654.0,5016.979,3.5549999999999997,49.199757110350006
7737.0,5017.757,3.638,49.20738668404999
7820.0,5018.751,3.721,49.21713449415
7903.0,5019.918,3.8039999999999994,49.2285788547
7985.0,5020.783,3.886,49.23706160695001
