time_ms,mass_g
43673.0,702.234
43756.0,701.965
43839.0,701.473
43922.0,700.667
44005.0,699.681
44088.0,697.935
44170.0,696.86
44253.0,696.143
44336.0,695.785
44419.0,695.785
44502.0,696.725
44584.0,697.487
44666.0,698.069
44749.0,698.786
44832.0,698.786
44915.0,699.054
44998.0,699.502
45081.0,700.04
45164.0,700.263
45246.0,700.487
45329.0,700.487
45412.0,700.487
45495.0,699.995
45578.0,699.681
45661.0,699.681
45743.0,699.637
45826.0,699.368
45908.0,699.144
45991.0,698.83
46074.0,697.352
46157.0,694.486
46239.0,691.486
46322.0,688.261
46405.0,685.664
46488.0,684.141
46571.0,682.976
46654.0,682.125
46736.0,681.14
46819.0,680.155
46902.0,679.349
46985.0,678.632
47068.0,677.602
47151.0,676.841
47234.0,676.348
47315.0,675.721
47398.0,675.363
47481.0,674.825
47564.0,674.154
47647.0,673.303
47730.0,671.735
47812.0,670.213
47895.0,668.421
47978.0,666.092
48061.0,664.48
48144.0,663.181
48227.0,661.882
48309.0,661.255
48392.0,660.225
48475.0,660.046
48558.0,659.598
48641.0,659.061
48723.0,659.151
48805.0,659.33
48888.0,659.33
48971.0,658.165
49054.0,657.135
49137.0,654.896
49220.0,652.298
49302.0,648.94
49385.0,645.357
49468.0,642.893
49551.0,640.117
49634.0,637.878
49717.0,635.101
49799.0,631.966
49882.0,628.92
49965.0,625.741
50048.0,623.591
50130.0,621.173
50213.0,618.53
50296.0,615.619
50378.0,611.141
50461.0,607.11
50544.0,603.617
50627.0,600.034
50710.0,597.571
50793.0,594.839
50875.0,591.077
50958.0,587.763
51041.0,584.404
51124.0,580.776
51207.0,577.731
51290.0,574.73
51372.0,571.192
51454.0,568.371
51537.0,565.908
51620.0,563.803
51703.0,562.773
51786.0,561.563
51868.0,560.399
51951.0,559.324
52034.0,558.249
52117.0,557.533
52200.0,556.413
52283.0,554.711
52365.0,552.203
52448.0,549.113
52531.0,546.291
52614.0,543.56
52697.0,540.29
52780.0,536.439
52861.0,532.542
52944.0,528.646
53027.0,525.825
53110.0,523.72
53193.0,521.391
53276.0,519.868
53358.0,518.525
53441.0,517.181
53524.0,515.927
53607.0,514.27
53690.0,512.299
53773.0,510.553
53856.0,509.344
53938.0,507.642
54021.0,505.582
54104.0,503.432
54187.0,500.745
54269.0,498.729
54352.0,496.625
54434.0,493.848
54517.0,491.385
54600.0,489.011
54683.0,487.264
54766.0,486.234
54849.0,485.204
54931.0,484.801
55014.0,484.309
55097.0,483.682
