time_ms,mass_g
46278.0,80.868
46361.0,81.329
46444.0,81.975
46527.0,82.621
46609.0,83.22
46692.0,83.54299999999999
46775.0,83.866
46858.0,84.097
46941.0,84.097
47023.0,83.63499999999999
47106.0,81.92899999999999
47188.0,79.80699999999999
47271.0,77.40799999999999
47353.0,75.47
47436.0,74.455
47519.0,74.03999999999999
47602.0,73.67099999999999
47684.0,73.16399999999999
47767.0,73.16399999999999
47850.0,73.579
47933.0,74.455
48016.0,75.378
48098.0,76.66999999999999
48181.0,77.592
48264.0,78.746
48347.0,79.622
48429.0,81.78999999999999
48512.0,83.728
48594.0,85.15799999999999
48677.0,87.095
48759.0,88.66399999999999
48842.0,90.27799999999999
48925.0,92.216
49008.0,94.06099999999999
49091.0,95.30699999999999
49173.0,96.41399999999999
49256.0,97.42899999999999
49339.0,98.628
49422.0,102.17999999999999
49504.0,106.609
49587.0,146.973
49670.0,298.00600000000003
49753.0,602.3779999999999
49835.0,1041.359
49917.0,1559.732
50000.0,2076.121
50083.0,2523.407
50166.0,2918.5640000000003
50248.0,3264.9610000000002
50331.0,3557.9390000000003
50414.0,3832.694
50497.0,4082.9080000000004
50579.0,4322.235
50662.0,4567.19
50745.0,4812.33
50828.0,5069.094999999999
50910.0,5308.606
50993.0,5488.563
51076.0,5603.567
51159.0,5603.567
51241.0,5596.831999999999
51323.0,5413.692999999999
51406.0,4985.275
51489.0,4224.4839999999995
51572.0,3152.309
51654.0,1997.9759999999999
51737.0,1035.085
51820.0,406.183
51903.0,135.994
51986.0,85.52699999999999
52068.0,83.03599999999999
52151.0,82.15899999999999
52234.0,81.237
52317.0,80.17599999999999
52399.0,79.06899999999999
52482.0,78.33
52564.0,77.26899999999999
52647.0,75.88499999999999
52729.0,74.54799999999999
52812.0,73.118
52895.0,72.42599999999999
52978.0,71.964
53061.0,71.41099999999999
53143.0,70.90299999999999
53226.0,69.981
53309.0,69.335
53392.0,68.689
53474.0,67.81299999999999
53557.0,67.351
53640.0,67.213
53723.0,66.89
53805.0,66.89
53888.0,67.30499999999999
53970.0,67.859
54053.0,68.458
54136.0,69.51899999999999
54218.0,71.134
54301.0,73.76299999999999
54384.0,76.66999999999999
54467.0,79.02199999999999
54549.0,80.729
54632.0,81.836
54715.0,82.252
54798.0,82.99
54880.0,83.728
54963.0,84.604
55046.0,85.52699999999999
55129.0,86.496
55212.0,87.326
55293.0,87.326
55376.0,87.14099999999999
55459.0,86.67999999999999
55542.0,85.89599999999999
55624.0,85.25
55707.0,85.06599999999999
55790.0,84.78899999999999
55873.0,84.64999999999999
55955.0,84.327
56038.0,83.728
56121.0,82.99
56204.0,82.759
56287.0,82.574
56369.0,81.836
56452.0,81.28299999999999
56535.0,81.375
56617.0,81.006
56699.0,79.853
56782.0,79.115
56865.0,78.746
56948.0,78.238
57030.0,77.91499999999999
57113.0,77.223
57196.0,76.577
57279.0,75.747
57362.0,74.77799999999999
57444.0,74.27099999999999
57527.0,73.76299999999999
57610.0,73.256
