time_s,ax,ay,az,gx,gy,gz,temperature_c,pressure_hpa,altitude_m
0.18617630004882812,288.0,7664.0,-16644.0,-889.0,-589.0,-470.0,26.74,892.76,1055.25
0.9932816028594971,1236.0,7252.0,-16764.0,177.0,22.0,-241.0,26.74,892.77,1055.12
1.8107852935791016,1108.0,7564.0,-16816.0,-27.0,461.0,-329.0,26.75,892.79,1054.94
2.6356730461120605,932.0,7484.0,-16940.0,-80.0,180.0,-1.0,26.76,892.75,1055.32
3.4678401947021484,1004.0,7624.0,-16900.0,-83.0,259.0,-35.0,26.77,892.79,1054.96
4.256136894226074,1024.0,7432.0,-16844.0,-2.0,363.0,-200.0,26.77,892.79,1054.95
5.074194431304932,1108.0,7460.0,-16756.0,-37.0,391.0,-273.0,26.76,892.8,1054.91
5.864073753356934,1088.0,7424.0,-16804.0,-7.0,440.0,-309.0,26.76,892.79,1055.01
6.664819002151489,952.0,7656.0,-16884.0,-76.0,341.0,-38.0,26.76,892.72,1055.57
7.464641332626343,1064.0,7520.0,-16708.0,-196.0,-148.0,-1.0,26.76,892.76,1055.21
8.251728534698486,1224.0,7500.0,-16892.0,-2.0,486.0,-405.0,26.76,892.75,1055.36
9.051393032073975,1028.0,7628.0,-17032.0,-121.0,109.0,53.0,26.76,892.76,1055.19
9.771782159805298,1028.0,7628.0,-17032.0,-121.0,109.0,53.0,26.76,892.76,1055.19
10.513511896133423,1244.0,7328.0,-16584.0,-116.0,64.0,-287.0,26.76,892.78,1055.05
11.248456478118896,860.0,7612.0,-16928.0,-61.0,214.0,2.0,26.76,892.73,1055.47
11.991386890411377,1244.0,7508.0,-16776.0,22.0,452.0,-491.0,26.76,892.78,1055.1
12.748223781585693,1228.0,7288.0,-16756.0,-157.0,-60.0,-144.0,26.76,892.78,1055.05
13.502882957458496,900.0,7540.0,-16792.0,-200.0,-81.0,98.0,26.76,892.75,1055.32
14.270818948745728,904.0,7640.0,-16900.0,-90.0,247.0,-62.0,26.76,892.78,1055.08
15.03194260597229,988.0,7648.0,-16864.0,22.0,496.0,-372.0,26.76,892.76,1055.25
15.813781499862671,1188.0,7496.0,-16840.0,-9.0,536.0,-445.0,26.76,892.76,1055.26
16.60615611076355,1200.0,7396.0,-16760.0,26.0,510.0,-458.0,26.76,892.78,1055.05
17.38037896156311,1228.0,7424.0,-16788.0,24.0,500.0,-469.0,26.76,892.73,1055.49
18.17685341835022,1176.0,7336.0,-16840.0,-116.0,6.0,-212.0,26.76,892.77,1055.19
18.96808671951294,884.0,7624.0,-17024.0,-139.0,175.0,40.0,26.76,892.75,1055.3
19.743526697158813,1296.0,7316.0,-16916.0,21.0,411.0,-457.0,26.76,892.79,1055.19
20.541131258010864,916.0,7496.0,-16776.0,-169.0,-63.0,123.0,26.75,892.78,1055.03
21.33637833595276,1072.0,7512.0,-16972.0,27.0,519.0,-390.0,26.75,892.74,1055.42
22.07377600669861,1228.0,7316.0,-16836.0,16.0,311.0,-431.0,26.75,892.75,1055.29
22.82040309906006,1060.0,7364.0,-16708.0,-200.0,-145.0,42.0,26.76,892.77,1055.17
23.575472593307495,1080.0,7612.0,-16856.0,4.0,473.0,-305.0,26.75,892.75,1055.29
24.32177758216858,1172.0,7404.0,-16696.0,-179.0,-99.0,-85.0,26.75,892.78,1055.07
25.074753761291504,928.0,7480.0,-16892.0,-19.0,378.0,-132.0,26.75,892.72,1055.62
25.84768295288086,1052.0,7452.0,-16820.0,-206.0,-108.0,-67.0,26.75,892.74,1055.46
26.59343123435974,1144.0,7440.0,-16752.0,21.0,491.0,-401.0,26.75,892.78,1055.08
27.378241300582886,924.0,7564.0,-16868.0,-135.0,83.0,97.0,26.75,892.75,1055.36
28.147419214248657,1148.0,7332.0,-16640.0,-62.0,81.0,-333.0,26.75,892.73,1055.48
28.90772819519043,1084.0,7536.0,-16852.0,-9.0,475.0,-265.0,26.75,892.75,1055.33
29.68808889389038,1064.0,7444.0,-16768.0,-209.0,-163.0,-45.0,26.74,892.76,1055.23
30.458056211471558,948.0,7520.0,-16892.0,-25.0,462.0,-254.0,26.74,892.76,1055.29
31.2209153175354,1052.0,7504.0,-16764.0,-210.0,-145.0,67.0,26.74,892.75,1055.38
31.981716871261597,1216.0,7352.0,-16704.0,-25.0,390.0,-463.0,26.75,892.73,1055.51
32.7523078918457,868.0,7684.0,-16832.0,-167.0,-30.0,118.0,26.74,892.77,1055.1
33.5280864238739,1244.0,7296.0,-16808.0,-4.0,423.0,-456.0,26.75,892.74,1055.46
34.32010841369629,888.0,7472.0,-17024.0,-137.0,85.0,90.0,26.74,892.77,1055.14
35.108559370040894,1216.0,7324.0,-16760.0,-64.0,153.0,-365.0,26.74,892.77,1055.14
35.901673793792725,928.0,7696.0,-16928.0,-155.0,53.0,96.0,26.74,892.77,1055.18
36.69403553009033,1244.0,7296.0,-16748.0,-48.0,273.0,-422.0,26.74,892.76,1055.23
37.47810912132263,928.0,7700.0,-16900.0,-102.0,174.0,32.0,26.73,892.73,1055.5
38.277013540267944,1208.0,7372.0,-16772.0,-128.0,-1.0,-206.0,26.74,892.73,1055.54
39.08764338493347,1052.0,7524.0,-16804.0,-19.0,395.0,-175.0,26.75,892.78,1055.05
39.98795962333679,1252.0,7424.0,-16792.0,-214.0,-58.0,-340.0,26.75,892.79,1054.98
