time_s,ax,ay,az,gx,gy,gz,temperature_c,pressure_hpa,altitude_m
0.2031106948852539,-724.0,-200.0,13864.0,-122.0,487.0,-28.0,24.46,881.19,1162.56
0.4059734344482422,-2720.0,-52.0,14316.0,-26.0,148.0,-152.0,24.47,881.19,1162.49
0.6094028949737549,-2848.0,96.0,14344.0,-70.0,99.0,-212.0,24.46,881.16,1162.79
0.8159575462341309,-2760.0,28.0,14212.0,-50.0,154.0,-172.0,24.46,881.18,1162.6
1.01474928855896,-2700.0,72.0,14648.0,-40.0,111.0,-184.0,24.47,881.19,1162.55
1.2283976078033447,-2836.0,-68.0,14304.0,-47.0,147.0,-171.0,24.47,881.16,1162.77
1.4257676601409912,-2760.0,-76.0,14564.0,-64.0,125.0,-179.0,24.47,881.2,1162.48
1.6379830837249756,-2868.0,-68.0,14528.0,-60.0,155.0,-176.0,24.47,881.19,1162.49
1.8538706302642822,-2740.0,-116.0,14452.0,-58.0,133.0,-187.0,24.47,881.2,1162.42
2.054692506790161,-2728.0,-152.0,14392.0,-76.0,153.0,-163.0,24.47,881.18,1162.57
2.2564501762390137,-2856.0,-104.0,14364.0,-85.0,133.0,-171.0,24.47,881.18,1162.61
2.4918272495269775,-2660.0,-80.0,14520.0,-48.0,129.0,-191.0,24.47,881.19,1162.56
2.677568197250366,-2764.0,-136.0,14328.0,-39.0,140.0,-172.0,24.47,881.21,1162.32
2.880337715148926,-2712.0,-52.0,14412.0,-46.0,144.0,-176.0,24.47,881.2,1162.4
3.0799777507781982,-2700.0,-64.0,14424.0,-55.0,159.0,-185.0,24.46,881.19,1162.57
3.2960174083709717,-2772.0,-148.0,14256.0,-54.0,166.0,-169.0,24.47,881.2,1162.43
3.4951300621032715,-2808.0,-112.0,14532.0,-64.0,120.0,-186.0,24.47,881.19,1162.55
3.710726022720337,-2760.0,0.0,14596.0,-70.0,124.0,-179.0,24.47,881.2,1162.48
3.951064348220825,-2756.0,-112.0,14616.0,-55.0,125.0,-171.0,24.47,881.19,1162.51
4.1315648555755615,-2748.0,-124.0,14240.0,-47.0,155.0,-188.0,24.47,881.19,1162.56
4.330778360366821,-2636.0,-80.0,14368.0,-67.0,150.0,-182.0,24.47,881.21,1162.39
4.542313575744629,-2828.0,-120.0,14416.0,-64.0,142.0,-179.0,24.47,881.21,1162.39
4.749295473098755,-2708.0,-8.0,14424.0,-39.0,139.0,-152.0,24.47,881.2,1162.43
4.95448637008667,-2700.0,-108.0,14460.0,-51.0,146.0,-168.0,24.47,881.19,1162.49
5.154882192611694,-2720.0,-8.0,14212.0,-50.0,150.0,-179.0,24.47,881.18,1162.64
5.390058517456055,-2788.0,-168.0,14356.0,-44.0,152.0,-160.0,24.47,881.2,1162.46
5.591810464859009,-2732.0,8.0,14336.0,-54.0,163.0,-179.0,24.47,881.19,1162.49
5.776747226715088,-2752.0,-116.0,14264.0,-37.0,137.0,-191.0,24.47,881.2,1162.43
5.979370355606079,-2788.0,-84.0,14188.0,-62.0,127.0,-172.0,24.47,881.17,1162.71
6.2101991176605225,-2760.0,-96.0,14392.0,-42.0,160.0,-172.0,24.47,881.2,1162.48
6.395580053329468,-2616.0,-96.0,14180.0,-52.0,131.0,-173.0,24.46,881.19,1162.56
6.606924295425415,-2740.0,-100.0,14220.0,-47.0,152.0,-187.0,24.46,881.2,1162.45
6.804514169692993,-2736.0,-260.0,14416.0,-50.0,146.0,-187.0,24.47,881.2,1162.48
7.022315263748169,-2768.0,-48.0,14344.0,-51.0,150.0,-177.0,24.47,881.19,1162.53
7.220943450927734,-2716.0,-44.0,14312.0,-40.0,161.0,-173.0,24.46,881.2,1162.39
7.4341442584991455,-2712.0,-120.0,14340.0,-66.0,160.0,-178.0,24.47,881.21,1162.36
7.646868467330933,-2744.0,-84.0,14400.0,-34.0,173.0,-147.0,24.47,881.2,1162.42
7.843050718307495,-2800.0,-32.0,14556.0,-55.0,136.0,-165.0,24.46,881.2,1162.41
8.061166763305664,-2768.0,-204.0,14308.0,-45.0,158.0,-159.0,24.47,881.19,1162.57
8.260857820510864,-2756.0,-60.0,14444.0,-56.0,136.0,-169.0,24.46,881.2,1162.42
8.475455284118652,-2740.0,-56.0,14420.0,-43.0,153.0,-165.0,24.46,881.22,1162.27
8.690801620483398,-2788.0,-112.0,14340.0,-43.0,156.0,-169.0,24.46,881.18,1162.6
8.890568971633911,-2736.0,8.0,14332.0,-37.0,135.0,-181.0,24.47,881.2,1162.48
9.092015743255615,-2788.0,-96.0,14412.0,-39.0,151.0,-194.0,24.47,881.2,1162.42
9.294765710830688,-2704.0,60.0,14380.0,-56.0,134.0,-184.0,24.47,881.2,1162.42
9.497600793838501,-2740.0,-120.0,14348.0,-46.0,162.0,-156.0,24.47,881.21,1162.32
9.701815605163574,-2752.0,-40.0,14424.0,-49.0,143.0,-180.0,24.46,881.23,1162.19
9.924018383026123,-2800.0,-152.0,14444.0,-50.0,145.0,-166.0,24.47,881.21,1162.32
10.124366283416748,-2716.0,-120.0,14336.0,-69.0,155.0,-163.0,24.47,881.24,1162.06
10.326144218444824,-2652.0,-136.0,14168.0,-35.0,170.0,-157.0,24.47,881.22,1162.25
10.544928550720215,-2808.0,-40.0,14468.0,-49.0,129.0,-167.0,24.47,881.19,1162.52
10.747377395629883,-2892.0,-124.0,14484.0,-63.0,141.0,-172.0,24.47,881.22,1162.26
10.95174241065979,-2768.0,-104.0,14380.0,-48.0,137.0,-175.0,24.47,881.18,1162.64
11.165746688842773,-2816.0,-12.0,14408.0,-62.0,138.0,-162.0,24.47,881.18,1162.58
11.36222505569458,-2724.0,-56.0,14136.0,-49.0,136.0,-176.0,24.46,881.21,1162.36
11.591863632202148,-2780.0,-24.0,14360.0,-55.0,148.0,-181.0,24.47,881.18,1162.6
11.803904294967651,-2804.0,-108.0,14340.0,-40.0,140.0,-175.0,24.47,881.17,1162.68
12.003422737121582,-2732.0,16.0,14396.0,-47.0,148.0,-165.0,24.46,881.2,1162.42
12.203044891357422,-2712.0,32.0,14208.0,-48.0,149.0,-147.0,24.46,881.2,1162.44
12.403091192245483,-2708.0,-8.0,14364.0,-57.0,158.0,-171.0,24.46,881.19,1162.5
12.61926555633545,-2644.0,-68.0,14396.0,-41.0,129.0,-173.0,24.46,881.18,1162.62
12.819210290908813,-2736.0,-112.0,14368.0,-83.0,390.0,-70.0,24.46,881.18,1162.67
13.037858486175537,-3132.0,-132.0,14192.0,-138.0,1052.0,33.0,24.47,881.19,1162.52
13.240057229995728,-3680.0,-172.0,14248.0,-68.0,1776.0,-167.0,24.47,881.18,1162.63
13.459222555160522,-4152.0,-172.0,14216.0,-176.0,3376.0,-52.0,24.46,881.18,1162.62
13.678798198699951,-5320.0,-164.0,13748.0,-117.0,1451.0,-122.0,24.47,881.2,1162.28
13.916471719741821,-6448.0,-236.0,13224.0,-157.0,2532.0,-136.0,24.46,881.19,1162.53
14.117878437042236,-8448.0,-140.0,11932.0,-56.0,5753.0,-282.0,24.46,881.21,1162.34
14.320736646652222,-10052.0,-292.0,10868.0,-102.0,4765.0,-240.0,24.47,881.2,1162.46
14.5409517288208,-11376.0,-224.0,9752.0,-73.0,3969.0,-239.0,24.46,881.2,1162.41
14.761667728424072,-12572.0,-272.0,8228.0,-104.0,2806.0,-203.0,24.47,881.2,1162.42
14.982646226882935,-13352.0,-348.0,6964.0,-104.0,4044.0,-256.0,24.46,881.17,1162.71
15.199531316757202,-13980.0,-456.0,5844.0,-73.0,3254.0,-238.0,24.47,881.21,1162.34
15.416626453399658,-14452.0,-384.0,5076.0,-56.0,2657.0,-226.0,24.46,881.18,1162.62
15.616305112838745,-14872.0,-292.0,4024.0,-29.0,867.0,-195.0,24.46,881.17,1162.76
15.833226680755615,-14940.0,-340.0,4060.0,-63.0,735.0,-180.0,24.46,881.18,1162.6
16.034795999526978,-14904.0,-456.0,4180.0,-26.0,-1682.0,-122.0,24.47,881.18,1162.62
16.252647638320923,-14616.0,-416.0,4872.0,-41.0,81.0,-171.0,24.47,881.21,1162.36
16.47034001350403,-14164.0,-400.0,5632.0,10.0,-5982.0,-38.0,24.47,881.21,1162.34
16.689096927642822,-11932.0,-264.0,9180.0,-86.0,-5041.0,-122.0,24.47,881.2,1162.39
16.908650398254395,-9360.0,-264.0,10956.0,-442.0,-9223.0,837.0,24.48,881.23,1162.18
17.14164090156555,-4840.0,-616.0,14284.0,-1583.0,-9029.0,1145.0,24.48,881.22,1162.22
17.336124420166016,-2416.0,-424.0,14384.0,801.0,-5465.0,487.0,24.48,881.2,1162.44
17.544639348983765,840.0,-588.0,14796.0,1257.0,-8408.0,462.0,24.48,881.2,1162.47
17.864259004592896,6400.0,-300.0,13928.0,80.0,-3268.0,-317.0,24.48,881.21,1162.33
18.065304279327393,8104.0,-196.0,13148.0,-74.0,-7394.0,58.0,24.48,881.23,1162.17
18.281998872756958,10508.0,-324.0,11352.0,-266.0,-5487.0,-129.0,24.47,881.22,1162.29
18.49912190437317,12732.0,-376.0,9200.0,-28.0,-6607.0,146.0,24.47,881.22,1162.3
18.71608543395996,13828.0,-260.0,7252.0,21.0,178.0,-188.0,24.47,881.2,1162.41
18.918256759643555,14152.0,-452.0,7196.0,-34.0,-591.0,-156.0,24.47,881.24,1162.1
19.117449045181274,13308.0,-460.0,8024.0,-37.0,2238.0,-292.0,24.47,881.21,1162.38
19.32917022705078,10800.0,-176.0,10292.0,-65.0,16420.0,-937.0,24.47,881.19,1162.55
19.53966999053955,3200.0,-72.0,14356.0,-28.0,17200.0,-571.0,24.47,881.21,1162.38
19.75104022026062,-2696.0,-108.0,14504.0,-71.0,1267.0,-128.0,24.47,881.2,1162.41
19.952932119369507,-2620.0,24.0,14412.0,-57.0,200.0,-187.0,24.48,881.22,1162.25
20.15971040725708,-2720.0,-68.0,14336.0,-44.0,137.0,-189.0,24.47,881.19,1162.56
20.37309217453003,-2596.0,-188.0,14572.0,-143.0,21.0,-112.0,24.47,881.2,1162.41
20.796685218811035,-2568.0,-2100.0,14524.0,-5025.0,549.0,-1543.0,24.47,881.22,1162.23
21.024868965148926,-2616.0,-4188.0,13980.0,-5260.0,-127.0,-830.0,24.47,881.23,1162.13
21.264482736587524,-2268.0,-6608.0,13152.0,-4456.0,90.0,-508.0,24.47,881.22,1162.18
21.46443748474121,-2320.0,-8472.0,11952.0,-4646.0,469.0,-706.0,24.47,881.22,1162.24
21.6815664768219,-2368.0,-10336.0,11000.0,-3768.0,-658.0,-270.0,24.47,881.24,1162.11
21.896711111068726,-2120.0,-11168.0,9996.0,-1127.0,375.0,-429.0,24.47,881.19,1162.5
22.11050009727478,-1416.0,-11288.0,10184.0,425.0,765.0,-406.0,24.47,881.23,1162.18
22.3283212184906,-2092.0,-10584.0,10168.0,4960.0,-170.0,519.0,24.47,881.19,1162.55
22.560020923614502,-2244.0,-6024.0,12816.0,12717.0,441.0,446.0,24.47,881.2,1162.4
22.75908398628235,-2512.0,-1440.0,15080.0,7278.0,57.0,1196.0,24.47,881.19,1162.5
22.975067138671875,-2664.0,-152.0,14368.0,-25.0,181.0,-174.0,24.47,881.2,1162.4
23.192596912384033,-2740.0,-152.0,14416.0,-69.0,141.0,-173.0,24.47,881.2,1162.42
23.393483877182007,-2752.0,-128.0,14420.0,-53.0,154.0,-159.0,24.47,881.22,1162.21
23.598464727401733,-2680.0,36.0,14360.0,-66.0,145.0,-167.0,24.47,881.22,1162.25
23.801648139953613,-2844.0,-24.0,14536.0,-59.0,142.0,-179.0,24.47,881.24,1162.1
24.022276401519775,-2936.0,-56.0,14696.0,80.0,-31.0,-227.0,24.47,881.21,1162.35
24.226527214050293,-2612.0,1700.0,14468.0,7174.0,253.0,-493.0,24.47,881.2,1162.41
24.44377112388611,-2720.0,5060.0,12992.0,8717.0,-278.0,567.0,24.47,881.2,1162.44
24.661723136901855,-2132.0,8324.0,11824.0,6802.0,-903.0,-1435.0,24.48,881.2,1162.45
24.87947368621826,-2488.0,10948.0,10252.0,2382.0,484.0,-848.0,24.47,881.21,1162.37
25.079628467559814,-1908.0,10880.0,10092.0,504.0,-61.0,468.0,24.48,881.22,1162.2
25.298611879348755,-2148.0,10956.0,9756.0,-374.0,399.0,-125.0,24.48,881.2,1162.46
25.514315128326416,-1980.0,9608.0,10080.0,-6263.0,12.0,-222.0,24.48,881.22,1162.25
25.72986102104187,-2496.0,6380.0,12868.0,-10304.0,1217.0,-322.0,24.48,881.2,1162.42
25.944785594940186,-2016.0,2228.0,14284.0,-8531.0,-184.0,-1576.0,24.48,881.25,1161.98
26.178455591201782,-3088.0,-80.0,14844.0,105.0,147.0,-194.0,24.49,881.24,1162.04
26.377805471420288,-2696.0,-28.0,14368.0,-44.0,147.0,-169.0,24.49,881.23,1162.16
26.577449560165405,-2704.0,-84.0,14188.0,-61.0,130.0,-164.0,24.48,881.26,1161.85
26.776827573776245,-2728.0,-132.0,14420.0,-60.0,142.0,-160.0,24.49,881.23,1162.18
26.975199937820435,-2816.0,-36.0,14492.0,-56.0,145.0,-188.0,24.49,881.23,1162.17
27.192629098892212,-2764.0,-100.0,14592.0,-54.0,98.0,-173.0,24.49,881.24,1162.05
27.391927003860474,-2816.0,-32.0,14408.0,1003.0,436.0,-5093.0,24.48,881.24,1162.11
27.605912446975708,-2568.0,-256.0,14264.0,1279.0,209.0,-6650.0,24.49,881.22,1162.28
27.819772958755493,-4648.0,-216.0,15996.0,430.0,-448.0,-3043.0,24.49,881.24,1162.07
28.016727447509766,-2880.0,-68.0,14432.0,48.0,-28.0,-741.0,24.49,881.24,1162.05
28.23338770866394,-3500.0,332.0,14432.0,-851.0,139.0,3794.0,24.49,881.21,1162.36
28.4689998626709,-1780.0,-208.0,14540.0,-2228.0,123.0,10798.0,24.49,881.22,1162.22
28.671247959136963,-3120.0,-52.0,14364.0,-2637.0,233.0,13256.0,24.49,881.19,1162.51
28.873839616775513,-2204.0,-84.0,14608.0,-879.0,210.0,4077.0,24.49,881.23,1162.19
29.07841157913208,-2604.0,-20.0,14292.0,-36.0,144.0,-203.0,24.49,881.21,1162.3
29.29868197441101,-2776.0,224.0,14264.0,129.0,380.0,-1457.0,24.49,881.2,1162.45
29.515905141830444,-2552.0,316.0,14864.0,2141.0,-74.0,-11522.0,24.49,881.2,1162.4
29.733837604522705,-2848.0,-412.0,14556.0,2365.0,1.0,-12494.0,24.49,881.23,1162.17
29.951359272003174,-3028.0,-240.0,14244.0,1297.0,77.0,-7180.0,24.49,881.19,1162.51
30.15153193473816,-2936.0,356.0,14264.0,154.0,247.0,-1478.0,24.49,881.2,1162.44
30.38776922225952,-2428.0,-176.0,14268.0,-763.0,244.0,3603.0,24.49,881.19,1162.54
30.589799880981445,-2576.0,-188.0,14520.0,-172.0,8.0,-202.0,24.48,881.22,1162.27
30.775257349014282,-2688.0,-88.0,14372.0,-58.0,140.0,-170.0,24.48,881.2,1162.4
30.995609998703003,-2780.0,-140.0,14408.0,-54.0,148.0,-186.0,24.48,881.22,1162.28
31.20049285888672,-2876.0,-132.0,14628.0,-79.0,87.0,-181.0,24.48,881.2,1162.48
31.40130376815796,-2744.0,-96.0,14272.0,-42.0,184.0,-191.0,24.48,881.2,1162.45
31.6201331615448,-2724.0,-120.0,14248.0,-35.0,168.0,-169.0,24.48,881.18,1162.6
31.823089838027954,-2740.0,-156.0,14192.0,-56.0,95.0,-185.0,24.48,881.21,1162.32
32.02530121803284,-2748.0,-220.0,14300.0,-33.0,192.0,-163.0,24.48,881.21,1162.38
32.22932815551758,-2828.0,20.0,14312.0,-57.0,143.0,-169.0,24.48,881.22,1162.27
32.44732975959778,-2832.0,-132.0,14344.0,-52.0,151.0,-161.0,24.48,881.23,1162.19
32.64775228500366,-2800.0,-220.0,14264.0,-76.0,-43.0,-198.0,24.48,881.2,1162.41
32.849122047424316,-2768.0,-40.0,14464.0,-58.0,165.0,-161.0,24.49,881.21,1162.34
